City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
609,Gigmoto,PH,13.7796,124.39,83.75,75,93,2.08,overcast clouds
610,Gatton,AU,-27.55,152.2833,69.64,54,0,0.94,clear sky
611,Moose Factory,CA,51.2585,-80.6094,61.2,63,85,5.14,overcast clouds
612,Dongsheng,CN,39.8161,109.9776,77.92,33,0,19.8,clear sky
613,High Rock,BS,26.6208,-78.2833,73.42,60,100,10.96,overcast clouds
614,Santa Marta,CO,11.2408,-74.199,79.56,84,100,11.56,overcast clouds
615,Oistins,BB,13.0667,-59.5333,80.69,83,40,13.8,scattered clouds
616,Ruwi,OM,23.5996,58.5507,91.09,70,6,5.99,clear sky
617,Hamilton,US,39.1834,-84.5333,76.64,94,20,8.05,few clouds
618,Walvis Bay,NA,-22.9575,14.5053,50.09,71,0,6.51,clear sky
619,Saint-Augustin,CA,51.226,-58.6502,50.95,87,100,13.98,overcast clouds
620,Bonavista,CA,48.6499,-53.1147,52.72,85,96,9.19,overcast clouds
621,Caldas Da Rainha,PT,39.4033,-9.1384,60.51,93,11,1.01,few clouds
622,Warrington,GB,53.3925,-2.5802,59.79,81,48,4.61,scattered clouds
623,Slonim,BY,53.0867,25.3219,51.33,90,18,5.41,few clouds
624,Banjar,ID,-8.19,114.9675,82.71,70,99,2.39,overcast clouds
625,Nurota,UZ,40.5614,65.6886,77.54,29,8,5.79,clear sky
626,Salas,ES,43.4118,-6.2602,58.57,98,100,1.74,overcast clouds
627,Champerico,GT,14.3,-91.9167,80.31,79,57,9.48,broken clouds
628,Paso De Los Toros,UY,-32.8167,-56.5167,44.11,91,100,12.33,overcast clouds
629,Nanning,CN,22.8167,108.3167,83.62,78,27,10.36,scattered clouds
630,Sisimiut,GL,66.9395,-53.6735,37.36,85,45,3.74,scattered clouds
631,Blagoyevo,RU,63.3667,47.9167,50.76,67,100,4.09,overcast clouds
632,Port Blair,IN,11.6667,92.75,82.63,78,74,9.33,broken clouds
633,Zhuanghe,CN,39.7008,122.9911,68.65,99,100,4.74,overcast clouds
634,Vanimo,PG,-2.6741,141.3028,85.32,65,1,5.86,clear sky
635,Ambon,ID,-3.6954,128.1814,80.74,83,40,3.44,light rain
636,Garmsar,IR,35.2182,52.3409,83.71,10,0,6.29,clear sky
637,Dhidhdhoo,MV,6.8833,73.1,82.85,72,100,13.11,overcast clouds
638,Itubera,BR,-13.7322,-39.1492,69.42,96,39,3.31,scattered clouds
639,Atar,MR,20.5169,-13.0499,91.85,32,5,10.18,clear sky
640,Terrak,NO,65.087,12.3715,51.67,97,100,8.84,light rain
641,Zlatna,RO,46.1167,23.2167,56.26,54,100,2.73,overcast clouds
642,Monster,NL,52.0258,4.175,63.99,77,5,5.01,clear sky
643,Batemans Bay,AU,-35.7167,150.1833,58.98,51,100,3.44,overcast clouds
644,Banda Aceh,ID,5.5577,95.3222,79.29,83,100,14.74,light rain
645,Suratgarh,IN,29.3167,73.9,84.58,58,1,7.0,clear sky
646,Sorong,ID,-0.8833,131.25,83.5,70,38,3.69,scattered clouds
647,Beloha,MG,-25.1667,45.05,59.61,68,3,9.91,clear sky
648,Berlevag,NO,70.8578,29.0864,42.8,81,0,3.44,clear sky
649,Belmonte,BR,-15.8631,-38.8828,72.43,88,15,5.95,few clouds
650,Chimbote,PE,-9.0853,-78.5783,62.33,83,0,8.57,clear sky
651,Caravelas,BR,-17.7125,-39.2481,70.77,89,6,4.52,clear sky
652,Gizo,SB,-8.103,156.8419,84.56,68,91,5.97,overcast clouds
653,Zarya,RU,55.7553,38.0958,55.78,84,0,7.29,clear sky
654,Kpandae,GH,8.4689,-0.0113,72.43,92,100,3.85,overcast clouds
655,Kropotkin,RU,45.4375,40.5756,59.2,71,34,7.65,scattered clouds
656,Tornio,FI,65.8481,24.1466,51.82,83,100,9.69,overcast clouds
657,Pierre,US,44.3683,-100.351,87.06,37,0,12.66,clear sky
658,Mitu,CO,1.1983,-70.1733,71.96,95,100,1.28,overcast clouds
659,Bereda,ES,43.2686,-7.5406,56.14,100,98,2.13,overcast clouds
660,Merauke,ID,-8.4667,140.3333,80.58,80,100,15.84,overcast clouds
661,Nowy Dwor Gdanski,PL,54.2131,19.1177,53.37,86,9,2.71,clear sky
662,Mandera,KE,3.9366,41.867,77.05,65,100,17.76,overcast clouds
663,Uige,AO,-7.6087,15.0613,62.55,96,42,1.79,scattered clouds
664,Acapulco,MX,16.8634,-99.8901,76.82,88,100,13.8,drizzle
665,Jizan,SA,17.3333,42.6667,87.33,63,90,3.56,overcast clouds
666,Cabra,ES,37.4725,-4.4421,62.65,78,0,3.24,clear sky
667,Mildura,AU,-34.2,142.15,59.07,80,100,14.83,overcast clouds
668,Neryungri,RU,56.6709,124.6491,62.89,77,96,1.01,light rain
669,Castra-Nova,RO,44.1167,24.0167,64.94,52,43,5.48,light rain
670,Intipuca,SV,13.1969,-88.0544,74.82,91,100,3.98,overcast clouds
671,Jiayuguan,CN,39.8167,98.3,79.43,25,5,11.18,clear sky
672,Rongcheng,CN,30.634,117.8517,86.72,67,98,6.67,overcast clouds
673,Bratsk,RU,56.1325,101.6142,60.35,61,42,2.95,scattered clouds
674,Shizunai,JP,42.3339,142.3669,58.73,87,100,10.94,light rain
675,Waverly,US,42.7392,-84.6208,80.15,41,0,9.22,clear sky
676,Pisco,PE,-13.7,-76.2167,62.65,77,100,10.36,overcast clouds
677,Burnie,AU,-41.0667,145.9167,56.91,88,100,17.22,light rain
678,Yagodnoye,RU,62.55,149.6667,67.86,58,100,5.73,light rain
679,Shitanjing,CN,39.2342,106.3439,78.33,32,0,4.38,clear sky
680,Dandong,CN,40.1292,124.3947,68.7,95,100,8.88,moderate rain
681,Jumla,NP,29.2747,82.1838,61.0,88,86,2.44,overcast clouds
682,Banepa,NP,27.6298,85.5214,70.12,88,75,3.44,broken clouds
683,Luanda,AO,-8.8368,13.2343,65.93,89,13,5.97,few clouds
684,Tourlaville,FR,49.6383,-1.5664,60.22,72,0,6.91,clear sky
685,Gusau,NG,12.1628,6.6614,80.2,61,44,8.39,scattered clouds
686,Arlit,NE,18.7369,7.3853,90.48,24,9,4.59,clear sky
687,Camara De Lobos,PT,32.6333,-16.9667,66.83,75,20,8.01,few clouds
688,Wentzville,US,38.8114,-90.8529,85.05,66,21,5.3,few clouds
689,Muroto,JP,33.2833,134.15,78.1,82,1,8.03,clear sky
690,Ozernovskiy,RU,51.5,156.5167,47.44,93,99,14.32,overcast clouds
691,Khani,GE,41.9563,42.9566,54.97,93,18,2.95,few clouds
692,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,82,100,11.9,overcast clouds
693,Urk,NL,52.6625,5.6014,61.95,89,4,10.16,clear sky
694,Eureka,US,40.8021,-124.1637,68.2,73,10,7.0,clear sky
695,Nador,MA,35.174,-2.9287,71.85,53,0,9.22,clear sky
696,Makasar,ID,-5.14,119.4221,78.85,89,20,3.44,few clouds
697,Tukrah,LY,32.5341,20.5791,73.35,78,0,5.48,clear sky
698,Comodoro Rivadavia,AR,-45.8667,-67.5,28.26,74,0,4.61,clear sky
699,Ilo,PE,-17.6394,-71.3375,61.66,77,75,5.75,broken clouds
700,Bridlington,GB,54.0831,-0.1919,60.89,85,27,8.12,scattered clouds
701,Tacuati,PY,-23.45,-56.5833,70.43,84,100,6.62,overcast clouds
702,Phangnga,TH,8.4509,98.5298,78.84,89,94,1.48,overcast clouds
703,Chapais,CA,49.7834,-74.8492,59.63,84,19,7.14,few clouds
